damu	TUR
damu2	IGI
dan	KAL
dan2	GA2×ME+EN
dan3	GA2×TAK4
dan4	GA2×GAN2@t
dan5?	DIN
dan6	UŠ×TAK4
dan7	GA2×DA
dana	KASKAL.BU
dana2	KASKAL
dana3	KAL
danna	KASKAL.BU
danna2	KASKAL
dannu	KAL
dap	DIB
dap2	TAB
dapa2	TAB
dapar	GUD
dapara	GUD
daparax(|LU2.EN|)	LU2.EN
daparax(|LU2.LU2.LU2.LU2|)	LU2.LU2.LU2.LU2
daparu	LU2.ME.EN
daq	DAG
daq3	NI.UD
dar	DAR
dar2	IB
dar3	DARA3
dar4	DARA4
dar6	TAR
dara2	IB
dara3	DARA3
dara4	DARA4
dara5	GIŠ%GIŠ
daramx(NA2)	NA2
darax?(|KU.GIŠ%GIŠ|)	KU.GIŠ%GIŠ
darengal	UD.NUN
dari2	IB
dari5	GIŠ%GIŠ
darix?(|KU.GIŠ%GIŠ|)	KU.GIŠ%GIŠ
daru2	IB
daru5	GIŠ%GIŠ
darum2	IB
darux?(|KU.GIŠ%GIŠ|)	KU.GIŠ%GIŠ
das	UR
dat	TAK4
dax(DAR)	DAR
dax(PI)	PI
daĝal	GA2×AN
daĝalx(|GA2×LA|)	GA2×LA
daš	UR
daš2	DIŠ
daš3	AŠ2
daš4?	DAR
de	DI
de2	UMUM×KASKAL
de3	NE
de4	TE
de5	RI
de6	DU
de8	HI
de9	TI
deb	DIB
deb2	KU
degx(RI)	RI
deh	DUB
deh2	UM
deh3	NIM
dehi	DUB
dehi2	UM
dehi3	NIM
dehi4	IDIM
del	AŠ
del2	LIŠ
del4	AŠ@z
dele	AŠ
dele4	AŠ@z
delen	LAGAB×IM
delen2	ŠU.LAGAB.NA
delen3	LAGAB×GAR
delena	LAGAB×IM
delena2	ŠU.LAGAB.NA
delena3	LAGAB×GAR
deli	AŠ
dellu	MA2.MUG
dellux?(|MA2.KAK|)	MA2.KAK
delmun	NI.TUK
dem2	DIM2
dema	KA.HI
demma	KA.HI
demmu	KA.HI
demu	KA.HI
den	DIN
dergul	MA2.MUG
dex(NI)	NI
dex(|UMUM×PA|)	UMUM×PA
dex-dex(|TUR.TUR|)	TUR.TUR
deš	DIŠ
deš2	AŠ
deš3	UR
deš4?	ME
deš5	AŠ@z
deššu	AŠ2
di	DI
di11	DIM
di12	TE
di2	HI
di3	TI
di4	TUR
di4-di4	TUR.TUR
di5	RI
di6	DU
di7	NE
di8	UMUM×KASKAL
di[...]ig	IM
dib	DIB
dib2	KU
dib5	LAGAB×GUD
dibi	DIB
dibira	DUB.NAGAR
dibur	AN
dibx(|LAGAB×GUD+GUD|)	LAGAB×GUD+GUD
dibx(|SIK2.AŠ|)	SIK2.AŠ
did?	IM
dida	BI.U2.SA
dida2	UŠ.SA
didala?	ŠA3
didalx(NE)	NE
didanu	PIRIG.PIRIG
didanum	PIRIG.PIRIG
didax(|U2.SA|)	U2.SA
didli	AŠ.AŠ
didnu	PIRIG.PIRIG
didnum	PIRIG.PIRIG
dig	NI
digbir	KI.NE.AN.MUŠ3
digi	NI
digir	AN
dih	DUB
dih2	UM
dih3	NIM
dihi	BAD
dihi2	UM
dihi3	NIM
dik	NI
dil	AŠ
dil4	AŠ@z
dili	AŠ
dili2	LIŠ
dili4	AŠ@z
dilib	ŠID
dilib2	KA×ŠID
dilib3	SAG×ŠID
dilib4	SAG×NUN
dilib5	SAG×UŠ
dilib6	SAG×SAL
dilim	LAGAB×IM
dilim2	LIŠ
dilim3	LAGAB×IM
dilim4	ŠU.LAGAB.NA
dilim5	LAGAB×GAR
dilin	LAGAB×IM
dilin2	ŠU.LAGAB.NA
dilin3	LAGAB×GAR
dilina	LAGAB×IM
dilina2	ŠU.LAGAB.NA
dilina3	LAGAB×GAR
dilmun	NI.TUK
dilmuna	NI.TUK
dilmunx(|SAL.TUK|)	SAL.TUK
dilur	MA2.MUG
dilurx(|MA2.KAK|)	MA2.KAK
dilx(SAG@g)	SAG@g
dim	DIM
dim10	RAB.HI×BAD
dim11	LUGAL.HI×BAD
dim12	ŠID
dim13	BU
dim2	DIM2
dim3	LUGAL@s
dim4	PAP.PAP
dim5	DUB2
dim6?	UMUM×KASKAL
dim7	BAD
dim8	RAB.GAN
dim9	LUGAL.GAN
dima	KA.HI
dima2	DIM2
dimer	AN
dimgul	MA2.MUG
dimir	AN
dimma	KA.HI
dimmer	AN
dimmu	KA.HI
dimmuš	U2.GIŠ.MI
dimmušx?(|GIŠ.MI|)	GIŠ.MI
dimna	U.GA
dimsar	IGI&IGI.ŠIR&ŠIR.UD&UD
dimu	KA.HI
dimuš	U2.GIŠ.MI
dimx(LU2@s)	LU2@s
dimx(|LUGAL.GAM|)	LUGAL.GAM
din	DIN
din-tir	DIN.ŠE.NUN&NUN
diner	AN
dingir	AN
dingira	AN
dini	DIN
dinig	KI.NE
dinig2	LU2×ME+EN
dinig3	LU2×LAGAB
dinir	AN
dinx(EDIN)	EDIN
dip	DIB
dipar	GUD
diq	NI
dir	SI.A
dir2	DAR
dir3	AN
dir4	ŠE.NUN&NUN
dirgul	MA2.MUG
dirgulx(|MA2.KAK|)	MA2.KAK
diri	SI.A
diri2?	IB
dirig	SI.A
disgur	AMAR×ŠE
dix(DA)	DA
dix(DIB)	DIB
dix(DIM2)	DIM2
diĝir	AN
diš	DIŠ
diš2	AŠ
diš4?	ME
diša	DIŠ
du	DU
du10	HI
du11	KA
du12	TUK
du13	TUR
du13-du13	TUR.TUR
du14	LU2×NE
du15	HI×BAD
du16	UD×U+U+U
du17?	NE
du19?	UMUM×KASKAL
du2	TU
du20	DA
du24	DUN
du25	ANŠE.ARAD
du26	SI.A
du3	KAK
du4	TUM
du5	DUN3
du6	LAGAR@g
du7	U.GUD
du8	GABA
du9	BUR2
dub	DUB
dub2	DUB2
dub3	HI
duba	DUB
duba2	DUB2
dubad	KI.KAL
dubal	AL×KAD3
dubal2	AL×KI
dubal3	LU2×KAD2
dubal4	LU2×KAD3
dubal5	LU2×AL
dubal6	LU2×KI
dubal7	LU2×TUG2
dubba	DUB
dubu	DUB
dubu2	DUB2
dubul	ŠU.BU
dubur	HI×ŠE
dubur2	HI×U
dubx(|NE.SI.A|)	NE.SI.A
dubx?(MES)	MES
dud	PA.UZU
dud2	TU
duda	PA.UZU
dudda	GABA
duddu	TUK.TUK
dudu	KI.IB
dudux(|PA.UZU|)	PA.UZU
dug	DUG
dug3	HI
dug4	KA
dug5	DUN3
duga3	HI×NUN
duga4	KA
dugax(LUL)	LUL
dugin	EZEN×DUN3@g
dugin2	EZEN×DUN3@g@g
dugina	EZEN×DUN3@g
dugina2	EZEN×DUN3@g@g
dugu	HI
dugud	DUGUD
dugud2?	MI
duguda	DUGUD
dugux(DUGUD)	DUGUD
dugx(BI)	BI
dugx(|ŠEŠ.IB|)	ŠEŠ.IB
duh	GABA
duk	DUG
duk2	TUK
duka	DUG
dukudx(DUGUD)	DUGUD
dul	U.TUG2
dul10	BU
dul2	LAGAB×U
dul3	SAG@g
dul4	DUN4
dul5	TUG2
dul6	LAGAR@g
dul7	SAG
dul8	DIB
dul9	UR@s
dullux(|HA.NAGAR.BU|)	HA.NAGAR.BU
dulu	ŠU.BU
dulx(DU)	DU
dulx(DUN3)	DUN3
dulx(UR)	UR
dulx(|UR×A|)	UR×A
dum	TUM
dum3?	DAM
dum4	DIM
dumgal	ŠIM×A
dumu	TUR
dumu-gi7	TUR.EŠ2
dumx(TUR)	TUR
dun	DUN
dun3	DUN3
dun4	DUN4
dun5	BUR2
dun6	KAL
duna	DUN
dunda	PA.UZU
dunga	SAG
dunga2	LUL
dungax(|IM.SI.A|)	IM.SI.A
dungu	IM.SI.A
dunx(|KA×KID|)	KA×KID
dunx(|KA×SA|)	KA×SA
dup	DUB
dup2	DUB2
dupsik	IL2
duq	DUG
dur	GU2×KAK
dur10	ŠEN
dur11	TU
dur2	DUR2
dur3	ANŠE.ARAD
dur4	GIŠ%GIŠ
dur5	A
dur6	PA
dur7?	BU
dur8	EZEN×BAD
dur9	DUN
durah	DARA3
durahx(DARA4)	DARA4
durba	MA@g
durgul	MA2.MUG
duri?	NU11
durix(|KA×UŠ|)	KA×UŠ
durme	SAG.EZEN
duru2	DUR2
duru3	ANŠE.ARAD
duru4	GIŠ%GIŠ
duru5	A
duru6?	PA
duru9	DUN
durum	EZEN×BAD
durum2	DUR2
durum4	GIŠ%GIŠ
durun	DUR2
durun3	ŠU.LAGAB.NA
duruna	DUR2
duruna2	LAGAB×IM
duruna3	ŠU.LAGAB.NA
duruna4	LAGAB×GAR
durunax(|KU.KU|)	KU.KU
durungal	UD.NUN
durunx(|KU.KU|)	KU.KU
durunx(|ŠU.GAN2@t|)	ŠU.GAN2@t
durux?(|KU.GIŠ%GIŠ|)	KU.GIŠ%GIŠ
durx(|ARAD.ANŠE|)	ARAD.ANŠE
dusi	IL2
dusi2	ANŠE.IGI.EŠ2
dussa2	ANŠE.IGI.EŠ2
dussu	IL2
dusu	IL2
dusu2	ANŠE.IGI.EŠ2
dusux(|ANŠE.IGI.DIB|)	ANŠE.IGI.DIB
duttu	TUK.TUK
dux(HUB2)	HUB2
dux(LU2)	LU2
dux(|ŠEŠ.IB|)	ŠEŠ.IB
dux?(DI)	DI
duš	KU
duš2	DIŠ
duţu	KA.KA
dūru	EZEN×BAD.AN
e	E
e'	ALEPH
e'2?	HI×NUN
e'3	E2
e'ella	GA2×EL+LA
e'i	E2.A
e'u	E2.A
e10	NAGAR
e11	LAGAR@g.DU
e12	LAGAR@g.DU@s
e13?	SAL.KU
e2	E2
e2-gar6	E2.NUN
e3	UD.DU
e4	A
e5	SAL.TUG2
e6	SU&SU
e6-a	SU&SU.A
e7	KA
e8	UD
ea	A
eazag?	GA2×KU3+AN
eb	IB
eb2	TUM
ebeh	EN.TI
ebih	EN.TI
ebih2	EŠ2.MAH
ebir	DUG
ebir3	A
ebir4	GA
ebirx(BI)	BI
ebla	A.TAR.A.AN
ebur	EN×GAN2@t
eburra?	GA2×BAR+RA
eburux(|EN×GAN2@t|)	EN×GAN2@t
ed	A2
ed2	UD.DU
ed3	LAGAR@g.DU
ed4	LAGAR@g.DU@s
edakua	GA2×A+DA+HA
edakua2	LAGAB×A+DA+HA
edakuax(|E2×A+HA+DA|)	E2×A+HA+DA
edakuax(|GA2×A+HA|)	GA2×A+HA
edamu	A.TUR
edax(|UD.DU|)	UD.DU
eden	EDIN
edena	EDIN
edi	GA2×DI
edim?	BAD
edimx(EDIN)	EDIN
edin	EDIN
edina	EDIN
edur	A×A
eduru	A×A
edurux(|E2.A|)	E2.A
eg	IG
eg2	E
eg3	NINDA2×NE
ega	A.MI.A
ega2	NUN%NUN.LAGAR&LAGAR
egar	E2.SIG4
egara	GA2×GAR
egarax(|E2×GAR|)	E2×GAR
ege	EŠ2
ege2	SAL.EŠ2
eger	EGIR
eger2	EŠ2
eger3	SAL.EŠ2
eger4	TUM
egera	EGIR
egi	EŠ2
egi2	SAL.EŠ2
egia	GA2×GI4
egir	EGIR
egir2	EŠ2
egir3	SAL.EŠ2
egir4	TUM
egir5	LUM
egir6?	SIG4
egirsu	GA2×GIR2+SU
eh	HI×NUN
eh2	ALEPH
eh3	KU.KU
ehalla	GA2×HAL+LA
ehe	A2.UD.DU
ehehhe	KU.KU.KU
ehi	A2.UD.DU
ehili	GA2×HI+LI
ehx(|KU.KU.KU|)	KU.KU.KU
ek	IG
eki	E
el	EL
el2	IL
el3	AN
el4	IL×GAN2@t
ela	A.KAL
elal	ŠID×A
elal2	ŠID
elam	NIM
elama	NIM
elamkuš	LAGAB×IM
elamkuš2	LAGAB×LU
elamkuš3	LAGAB×HA
elamkuš4	LAGAB×A
elamkušx(|LAGAB×IM+LU|)	LAGAB×IM+LU
elamu	NIM
ele	U.KA
ele2	EL
eli	U.KA
elilla	GA2×KID+LAL
ella	A.KAL
ella2	LAGAB
ellag	LAGAB
ellag2	HI×ŠE
ellamkuš	LAGAB×IM
ellamkuš2	LAGAB×LU
ellamkuš3	LAGAB×HA
ellamkuš4	LAGAB×A
ellamkušx(|LAGAB×GAR|)	LAGAB×GAR
ellamkušx(|LAGAB×IM+HA|)	LAGAB×IM+HA
ellamkušx(|LAGAB×IM+LU|)	LAGAB×IM+LU
ellamx(|HI×ŠE|)	HI×ŠE
ellandu	SA.HI×ŠE.KAK
ellat	KASKAL.KUR
ellaĝ	LAGAB
ellaĝ2	HI×ŠE
ellil	EN.KID
em	IM
em3	NINDA2×NE
em4	KA×ME
emaš	MAŠ.X
eme	KA×ME
eme2	UM.ME
eme3	SAL.ANŠE
eme4	GA2×AN
eme4-du2	GA2×AN.TU
eme4-e4-du2	GA2×AN.A.TU
eme5	SAL.HUB2
eme6	ANŠE.SAL
eme7	SAL.AL
eme8	GA2×SAL
emeda	UM.ME
emeda3	UM×ME+DA
emedu	GA2×AN.TU
emedu2	GA2×AN.A.TU
emedub	GA2×DUB
emedub2	GA2×ŠID
emengi	KA×ME+GI
emerah	SAL.HUB2
emerahx(|UD.SAL.HUB2|)	UD.SAL.HUB2
emesig	KA×SIG
emex(KA)	KA
emex(|E2×SAL|)	E2×SAL
emex(|KA×GIR2|)	KA×GIR2
emex(|SAL.EN|)	SAL.EN
emex-gir2(|KA×GIR2|)	KA×GIR2
emezi	SAL.LAGAR
emezix(|SAL.LAGAB|)	SAL.LAGAB
emeš	SAL.LAGAR
emeš2	NE×UD
emma	KA×UD
emma2	KA×A
emmen	KA×UD
emmen2	KA×A
emmin	KA×UD
emmin2	KA×A
emuš	A×MUŠ
emx(A)	A
en	EN
en-lil2	EN.KID
en2	ŠU2.AN
en3	LI
en4	KA
en5	PA.TE
en6	IN
en7	ZAG
en8	ŠA
ena	EN
enaqa	NI.UD.IM
enbir	LU2@LU2
endib	EN.ME.MU
endibdim	HI×AŠ2
endub	EN.ME.MU
endur	PA
enegir	IM
enegir3	EN.DIM2.GIG
enem	KA
engar	APIN
engara	APIN
engarx(|KI.KA.LU2|)	KI.KA.LU2
engiz	EN.ME.GI
engiz2	EN×ME.GI
engizx(|EN.GI|)	EN.GI
engur	LAGAB×HAL
engurx(|LAGAB×A|)	LAGAB×A
eni	EN
enigin	A.LAGAB.LAGAB
enim	KA
enim2	NIM
enkar	EN×GAN2@t
enkara	EN×GAN2@t
enku	ZAG.HA
enkud	ZAG.HA
enkum	EN.PAP.IGI@g.NUN.ME.EZEN×KASKAL
enkux(|HA.ZAG|)	HA.ZAG
enme	EN×ME
enmen	KA×UD
enmen2	KA×A
enna	NI.UD.EN
ennigi2	EN.NUNUZ.DIM2
ennin	MUŠ3
ensag	PA.TE.SI
ensi	EN.ME.LI
ensi2	PA.TE.SI
ensi3	EN×ME
ensik	PA.TE.SI
ensix(|GAR.PA.TE.SI|)	GAR.PA.TE.SI
ensix(|PA.TE.SI.GAR|)	PA.TE.SI.GAR
enten	NE×A
entena	NE×A
enu	EN
enx(|NE.GI|)	NE.GI
enšab	NU11
enšada	PA.TUG2
enšadu	PA.TUG2
ep	IB
ep2	TUM
epig	SIG
epig2?	DUG
epir	DUG
epir2	BI
epir3	A
epir4	GA
eq	IG
eqlu	GAN2
er	IR
er10?	DU
er13	LU2×EŠ2@t
er2	A.IGI
er3	ARAD
er4	URU
er6	A×IGI
er9	GIR3
era2	A.IGI
era3?	GA2×ME+EN
era4?	GA2×PA
era?	ARAD.RA
erad?	ARAD
erarimx(|URU×UD|)	URU×UD
erba	LIMMU2
erbura	TAK4
ere	URU
ere14	IR
erem	ERIN2
eren	EREN
eren2	ERIN2
eren8	UR2×HA
erena	EREN
erena2	ERIN2
erex(|LU2×EŠ2|)	LU2×EŠ2
erex(|LU2×ŠU|)	LU2×ŠU
ereš	SAL.TUG2
ereš2	NAGA
ereš3	IR
ereš4	APIN
ereš5	GAL.AN.ZU
erešu	IR
eri	URU
eri11	AB@g
eri12	AB
eri13	LU2×EŠ2@t
eri14	IR
eri15?	GA2×ME+EN
eri16?	GA2×PA
eri3	ARAD
erib	AŠGAB
eribura	NUN%NUN
eribx(|A.EDIN|)	A.EDIN
eribx(|SAL.UD|)	SAL.UD
erida	NUN
erida2	PA.ŠA6
eridu	NUN
eridug	NUN
eriduga	NUN
erigal	AB×GAL
erim	ERIN2
erim2	NE.RU
erim3	URU×GAR
erim4	GA2×UD
erim5	AB@g
erim6	URU×UD
erim7	UR2×HA
erima2	NE.RU
erimmax(|URU×GAR|)	URU×GAR
erimx(|AB×U+U+U|)	AB×U+U+U
erin	EREN
erin2	ERIN2
erin3	URU×GAR
erin4	GA2×UD
erin5	AB@g
erin6	URU×UD
erin7	NE.RU
erin9	UR2×HA
erina	EREN
erina2	ERIN2
erina8	MUŠ%MUŠ.A.NA
erix(|MAŠ.X|)	MAŠ.X
erix(|URU×UD|)	URU×UD
eriš	SAL.TUG2
eriš2	NAGA
eriš4	APIN
eriš6	HI×BAD
eriš7	KAM2
erištix(|GAL.ZU|)	GAL.ZU
eru	ARAD
eru2	SAG.SAL
eru3	SAG×SAL
eru4	A.EDIN
eru5	EDIN
erua	A.EDIN
erua2	EDIN
erum	ARAD
erum2	SAG.SAL
erum3	SAG×SAL
erum4	A.EDIN
erx(|DU.DU|)	DU.DU
erx(|LU2×EŠ2|)	LU2×EŠ2
erx(|LU2×ŠU|)	LU2×ŠU
erşetu	KI
es	GIŠ
es2	U.U.U
es3	AB
es5	IŠ
esa3	AB
esag	A×SAG
esag2	GA2×ŠE
esagtur	GA2×ŠE+TUR
esagx(|E2.ŠE|)	E2.ŠE
esagx(|E2×ŠE|)	E2×ŠE
esaĝ	A×SAG
esaĝ2	GA2×ŠE
esaĝtur	GA2×ŠE+TUR
esen	EZEN
eseš	A.IGI
esi	KAL
esibir	GA2×EN×GAN2@t
esig	KAL
esikilla	GA2×EL+LA
esin	EZEN
esir	A.LAGAB×KUL
esir2	LAGAB×KUL
esir3	KAD5.KAD5
esir4	GI%GI
esir5	GI4%GI4
esirha	LAGAB×KUL+HI+A
esirhia	LAGAB×KUL+HI+A
esirx(LAK171@s)	LAK171@s
esirx(|KAD5&KAD5|)	KAD5&KAD5
esiš3	A.IGI
essad	ZAG.HA
essadu	AB.HA.ZAG.GABA.HU
et	A2
etam	GA2×UD
etutumx(|GA2×BAD|)	GA2×BAD
eurre	E2.KI.SUM.GA
ew	PI
ex(PI)	PI
ex(|LAGAB×HAL|)	LAGAB×HAL
ex(|LUGAL@LUGAL|)	LUGAL@LUGAL
ez	GIŠ
ez3	AB
eze	LU
ezem	EZEN
ezema	EZEN
ezen	EZEN
ezen4	EZEN×ŠE
ezena	EZEN
ezennax(|ŠE.ŠE.NUN&NUN|)	ŠE.ŠE.NUN&NUN
ezim2	ŠE.ŠE.NUN&NUN
ezin	EZEN
ezin2	ŠE.ŠE.NUN&NUN
ezina2	ŠE.ŠE.NUN&NUN
ezinax(|(ŠE.NUN&NUN)×TAK4|)	(ŠE.NUN&NUN)×TAK4
ezinu2	ŠE.ŠE.NUN&NUN
ezinu3	ŠE.NUN&NUN
ezinux(|(ŠE.NUN&NUN)×TAK4|)	(ŠE.NUN&NUN)×TAK4
ezinux(|GIŠ×TAK4|)	GIŠ×TAK4
ezix(|SAL.LAGAR|)	SAL.LAGAR
eĝ	IG
eĝ3	NINDA2×NE
eĝara	GA2×GAR
eĝarax(|E2×GAR|)	E2×GAR
eĝer	EGIR
eĝera	EGIR
eĝir	EGIR
eĝir5	LUM
eĝir6?	MURGU2
eş	GIŠ
eş3	AB
eš	U.U.U
eš10	A
eš11?	RI
eš12	NE×UD
eš13	NE×A
eš14	EL
eš15	IŠ
eš16	AŠ&AŠ&AŠ
eš17	ME.U.U.U
eš18	AŠ
eš19	GIŠ
eš2	EŠ2
eš20	AŠ
eš21	TAB.AŠ
eš22	LAM×KUR
eš3	AB
eš4	DIŠ
eš5	DIŠ.DIŠ.DIŠ
eš6	AŠ.AŠ.AŠ
eš7	BAD
eš8	KASKAL
eš9	A.IGI
eša	A.ŠE.NUN&NUN
eša2	U.U.U
eša3	AB
eša5	DIŠ.DIŠ.DIŠ
ešax(KAL)	KAL
ešda	ŠITA2
ešda2	ŠITA.GIŠ.TUG2
ešda3	ŠITA
ešdax(KU7)	KU7
eše	U.U.U
eše2	EŠ2
eše3	IDIM
eše4	A.ŠE.NUN&NUN
ešela	LU2×EŠ2.LAL
ešelal	LU2×EŠ2.LAL
ešemen	KI.E.NE.DI
ešemen2	KI.E.NE.DI.AN.MUŠ3
ešemen3	EŠ2.HUL2
ešemen4	AB×IMIN
ešemen5	BI
ešemin	KI.E.NE.DI
ešemin2	KI.E.NE.DI.AN.MUŠ3
ešemin3	EŠ2.HUL2
ešemin4	AB×IMIN
ešemin5	BI
ešer	A.LAGAB×KUL
ešex(AB)	AB
ešgal	AB×GAL
ešgar	AŠ2.GAR3
ešgarx(|U.EN×GAN2@t|)	U.EN×GAN2@t
ešgiri	U.EN×GAN2@t
ešgiri2	EN×GAN2@t
eškiri	U.EN×GAN2@t
eškiri2	EN×GAN2@t
ešlug	LU2×LAGAB
ešqa	KU7
ešsad	ZAG.HA
ešsadu	AB.HA.ZAG.GABA.HU
eštax(|ŠITA.GIŠ.TUG2|)	ŠITA.GIŠ.TUG2
eštub	GUD
ešux(|LAM×KUR|)	LAM×KUR
ešx(LAM)	LAM
ešša2?	ŠU2
ešša3?	GI
eššaba	DIC.DIC.DIC.U.U
eššad	ZAG.HA
eššana	DIC.DIC.DIC.U.U
eššeb	KI.IB
eššu2	AN
eţ	A2
eţlu	KAL
eţutu	GA2×BAD
f	SAL
ga	GA
ga'azag?	GA2×KU3+AN
ga-ša-an-an-na	MUŠ3
ga11?	HI×AŠ2
ga12?	MI
ga14	KA
ga15?	GABA
ga2	GA2
ga3?	GAN2
ga4	GAR
ga5	SILA3
ga6	IL2
ga7	IG
ga8	GI4
gab	GABA
gab2	KAB
gab3	KA×A
gaba	GABA
gaba2	KAB
gabar	PA.DAG.KISIM5×KAK
gabar2	DAG.KISIM5×KAK
gabrax(|DA.UŠ|)	DA.UŠ
gabu2	KAB
gaburra	GA2×BUR+RA
gaburra?	GA2×BAR+RA
gabux(|KAB.BU|)	KAB.BU
gad	GAD
gada	GAD
gadibdim	HI×AŠ2
gadma	GUD
gadu	GAD
gadub	GA2×DUB
gadx(LU3)	LU3
gaeš	GA.KASKAL
gaeš2	KASKAL.GA
gag	KAK
gaga	GA2×IGI@g
gagal	IG
gagalam	GALAM.GALAM
gagar	KI
gagax(|NUN.LAGAR×GAR|)	NUN.LAGAR×GAR
gagazu?	GAL.ZU
gaggim	MUG
gagi	GA2×GI4
gagi2	GA2×GI
gagia	GA2×GI4
gagia2	GA2×GI
gagig	GA2×MI
gagigx(|E2×MI|)	E2×MI
gagim	MUG
gagirsu	GA2×GIR2+SU
gagri?	GI4
gagx(|ZA.GUL|)	ZA.GUL
gahalla	GA2×HAL+LA
gahili	GA2×HI+LI
gaiš	GA.KASKAL
gaiš2	KASKAL.GA
gak	KAK
gakim	MUG
gakişşu	GA2×AB2@t+TAB
gakkul	U.DIM×ŠE
gakkul2	DIM×ŠE
gakkul3	U.DIM
gal	GAL
gal-di	GAL.DI
gal-zu	GAL.ZU
gal10	LU2.DIŠ
gal2	IG
gal3?	URU×MIN
gal4	SAL
gal4-la	SAL.LA
gal5	TE
gal5-la	TE.LAL
gal8	UD
gal9	KAL
gala	UŠ.KU
gala10	LU2.DIŠ
gala11	LAGAB×DAR
gala2	SAL.LA
gala3	LAGAB×U
gala4	LAGAB×AL
gala5	LAGAB×KI
gala6	ŠU2
gala7	IG
gala8	GAL
galam	GALAM
galax(|ARAD.KU|)	ARAD.KU
galax(|UŠ×KU|)	UŠ×KU
gale	GAL
galga	GA2×GAR
galgax(|GA2×IGI@g|)	GA2×IGI@g
galgax(|NUN.LAGAR×GAR|)	NUN.LAGAR×GAR
galilla	GA2×KID+LAL
galla	TE.LAL
galla2	SAL.LA
gallagalx(|GAL.TE.LAL|)	GAL.TE.LAL
gallax(TE)	TE
galti	GAL.DI
galu	TE.LAL
galx(ME)	ME
galx(|UŠ.KU|)	UŠ.KU
gam	GAM
gam2	HI×BAD
gam3	KAM4
gam4	GAN
gama2?	HI×BAD
gamar	NI
gambi?	SAL.UŠ.DI
gambix(SAL)	SAL
gaml	KU7
gammu?	SAL.UŠ.DI
gamu	SAL.UŠ.DI
gamun	DIN.ŠE.NUN&NUN
gamun2	ŠE.NUN&NUN
gamurx(LAK490)	LAK490
gamx(LUM)	LUM
gan	GAN
gan2	GAN2
gan3	DU@s.A
gan7	GAM
gana	GAN
gana2	GAN2
gana3	DU@s.A
gana4	LAGAB×GUD+GUD
gana5	LAGAB×GUD
gana6	DARA4
ganam4	LAGAB×GUD+GUD
ganam5	LAGAB×GUD
ganam6	DARA4
ganamx(|SIK2.AŠ|)	SIK2.AŠ
ganax(|KA×MI|)	KA×MI
ganax(|SIK2.AŠ|)	SIK2.AŠ
ganba	KI.LAM
gansis	TA@g
gansisx(|TA×MI|)	TA×MI
ganu	U.EN×GAN2@t
ganun	GA2×NUN
ganzer	IGI.KUR.ZA
ganzer2	NE.SI.A
ganzer3	IGI.KUR
ganzerx(TA@g)	TA@g
ganzir	IGI.KUR.ZA
ganzir2	NE.SI.A
ganzir3	IGI.KUR
gap	GABA
gap2	KAB
gapi?	GAR.GA2×A+IGI
gar	GAR
gar10	GA.NI
gar11	GA.A
gar12	GA.DIŠ
gar13	TE@g
gar14	TE.A
gar19	GAN2@t
gar2	GA@g
gar3	GAR3
gar4	GUD
gar5	LU3
gar6	NUN
gar7	MAR
gar8	SIG4
gar9	GA
gara	GAR
gara10	GA.NI
gara11	GA.A
gara2	GA@g
gara3	GAR3
gara4	GUD
gara6	NUN
gara8	SIG4
gara9	GA
garadin	(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR
garadin10	U&U.PA&PA.GAR&GAR
garadin2	ŠE&ŠE.GAD&GAD.GAR&GAR
garadin3	ŠE&ŠE.TAB&TAB.GAR&GAR
garadin4	(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB.LAGAB
garadin5?	LAGAB.LAGAB
garadin6?	(ŠE.NUN&NUN)&(ŠE.NUN&NUN)
garadin7	ŠE&ŠE.PA&PA.GAR&GAR
garadin8	ŠE&ŠE.GAR&GAR
garadin9	U&U.SUR&SUR
garak	GAN2@t
garak5	GAR
garax(|GA.KASKAL|)	GA.KASKAL
garaš	GA2×HUB2
garaš2	KI.KAL×BAD
garaš3	GA.KASKAL
garaš4	KASKAL.GA
garaš5	KI.KAL
garašax(|KI.BAD|)	KI.BAD
garašx(|KI.KAL.BAD.IDIM|)	KI.KAL.BAD.IDIM
garig2?	ZUM
garim	LAGAB×KU3
garim2	DAG.KISIM5×AMAR
garimx(|SAL.LAGAR|)	SAL.LAGAR
garin	LAGAB×KU3
garinx(|GA2×AN.ŠIM×GAR|)	GA2×AN.ŠIM×GAR
garinx(|SAL.LAGAR|)	SAL.LAGAR
garu	UD.KUŠU2
garx(GIR2)	GIR2
garx(NUN@t)	NUN@t
garx(|GA.GA|)	GA.GA
garza	PA.AN
garza2	PA.LUGAL
garzu	PA.AN
gas	GUM×ŠE
gas2?	GUM
gasa	KA×GIŠ%GIŠ
gasax(ŠIR)	ŠIR
gasibir	GA2×EN×GAN2@t
gasikilla	GA2×EL+LA
gasx(|NU11.BUR|)	NU11.BUR
gat	GAD
gat2	KAD2
gat3	KAD3
gax(GALAM)	GALAM
gax(ME)	ME
gayayu	LAGAB×GUD+GUD
gayayux(|SIK2.AŠ|)	SIK2.AŠ
gaz	GUM×ŠE
gaz2	GUM
gaz3	DUB×EŠ2
gaza	GUM×ŠE
gaza3	KA×GIŠ%GIŠ
gazag?	GA2×KU3+AN
